Drug_Name,Category,Dosage_Form,Strength,Manufacturer,Indication,Classification
Ciprofloxacin,Leukotriene Inhibitor,Liquid,25mg,Bristol-Myers Squibb,Heart attack and stroke prevention,Prescription
Fluoxetine,PPI,Suppository,250mg,Boehringer Ingelheim,Inflammation and autoimmune disorders,Prescription
Ibuprofen,Topical Anesthetic,Tablet,50mg,Novartis,Minor pain and itching relief,Over-the-Counter
Aspirin,Antiflatulent,Powder,50mg,Bayer,Heartburn and indigestion,Over-the-Counter
Hydrocodone,PPI,Capsule,1000mg,Bristol-Myers Squibb,Type 2 diabetes management,Prescription
Bismuth Subsalicylate,Cough Suppressant,Liquid,1%,Pfizer,Heartburn and acid reflux,Over-the-Counter
Amlodipine,Anticoagulant,Patch,250mg,Merck,GERD and peptic ulcer disease,Prescription
Neosporin,Expectorant,Cream,20mg,Novartis,Minor pain and itching relief,Over-the-Counter
Alprazolam,Antidepressant/SSRI,Patch,20mg,Eli Lilly,Moderate to severe pain management,Prescription
Famotidine,Analgesic,Patch,250mg,GSK,Pain relief and fever reduction,Over-the-Counter
Miconazole,Antiemetic,Liquid,325mg,Reckitt,Acne treatment,Over-the-Counter
Ciprofloxacin,Thyroid Hormone,Nasal Spray,0.25mg,Amgen,Hypertension and heart failure,Prescription
Montelukast,Beta Blocker,Patch,150mg,AstraZeneca,Type 2 diabetes management,Prescription
Bismuth Subsalicylate,Cough Suppressant,Spray,5mg,GSK,Insomnia and sleep aid,Over-the-Counter
Metformin,Corticosteroid,Topical Solution,25mg,Roche,Hypertension and heart failure,Prescription
Alprazolam,Opioid Analgesic,Liquid,200mcg,Sanofi,Epilepsy and neuropathic pain,Prescription
Alprazolam,Antiplatelet,Injection,25mg,Bristol-Myers Squibb,Hypothyroidism treatment,Prescription
Levothyroxine,ACE Inhibitor,Tablet,150mg,Johnson & Johnson,Depression and anxiety disorders,Prescription
Alprazolam,Antifungal,Injection,50mg,Abbott,Bacterial infections treatment,Prescription
Ciprofloxacin,ACE Inhibitor,Extended Release Tablet,1000mg,Boehringer Ingelheim,High cholesterol management,Prescription
Sertraline,Antiplatelet,Suppository,50mcg,Roche,GERD and peptic ulcer disease,Prescription
Dextromethorphan,Analgesic,Spray,325mg,Chattem,Pain relief and fever reduction,Over-the-Counter
Docusate Sodium,Skin Protectant,Tablet,2%,Sanofi,Heartburn and indigestion,Over-the-Counter
Acetaminophen,Antifungal,Patch,150mg,GSK,Insomnia and sleep aid,Over-the-Counter
Meclizine,Topical Antibiotic,Spray,400mg,P&G,Diarrhea treatment,Over-the-Counter
Ciprofloxacin,Opioid Analgesic,Patch,1mg,Merck,Asthma and allergic rhinitis,Prescription
Levothyroxine,Antifungal,Extended Release Tablet,200mg,Novartis,Inflammation and autoimmune disorders,Prescription
Pantoprazole,ACE Inhibitor,Extended Release Tablet,50mg,Novartis,Heart attack and stroke prevention,Prescription
Losartan,Anticonvulsant,Inhaler,500mg,Boehringer Ingelheim,Fungal infections treatment,Prescription
Metoprolol,Antifungal,Suppository,500mg,Amgen,High cholesterol management,Prescription
Clindamycin,Beta Blocker,Capsule,20mg,AstraZeneca,High cholesterol management,Prescription
Albuterol,Bronchodilator,Extended Release Tablet,50mcg,Amgen,Hypertension and heart failure,Prescription
Meclizine,Skin Protectant,Lozenge,200mg,Bayer,Acne treatment,Over-the-Counter
Escitalopram,PPI,Patch,2mg,Roche,Fungal infections treatment,Prescription
Pregabalin,Bronchodilator,Nasal Spray,250mg,Abbott,Epilepsy and neuropathic pain,Prescription
Ciprofloxacin,Antiplatelet,Sublingual Tablet,500mg,Merck,Edema and hypertension,Prescription
Loratadine,Antihistamine,Capsule,1%,Prestige Brands,Pain relief and fever reduction,Over-the-Counter
Lidocaine Cream,Antiflatulent,Chewable Tablet,1%,Sanofi,GERD and peptic ulcer,Over-the-Counter
Pseudoephedrine,Sleep Aid,Powder,50mg,GSK,Skin inflammation and itching,Over-the-Counter
Hydrocodone,Statin,IV Infusion,1mg,Merck,Hypertension and heart failure,Prescription
Albuterol,Corticosteroid,Sublingual Tablet,1mg,AstraZeneca,Inflammation and autoimmune disorders,Prescription
Levothyroxine,Thyroid Hormone,Extended Release Tablet,20mg,Merck,Asthma and bronchospasm,Prescription
Trimethoprim,PPI,Nasal Spray,50mg,GlaxoSmithKline,GERD and peptic ulcer disease,Prescription
Albuterol,Anxiolytic/Benzodiazepine,Suppository,1mg,Merck,Asthma and allergic rhinitis,Prescription
Acetaminophen,Laxative,Patch,400mg,Chattem,Fungal skin infections,Over-the-Counter
Clindamycin,ARB,Tablet,1000mg,GlaxoSmithKline,Depression and anxiety disorders,Prescription
Cetirizine,Antacid/PPI,Cream,250mg,P&G,Heartburn and indigestion,Over-the-Counter
Docusate Sodium,Antihistamine,Lozenge,1%,Sanofi,Constipation relief,Over-the-Counter
Levothyroxine,Calcium Channel Blocker,Topical Solution,2mg,GlaxoSmithKline,Fungal infections treatment,Prescription
Docusate Sodium,Antihistamine,Ointment,125mg,Prestige Brands,Cough suppression,Over-the-Counter
Trimethoprim,Corticosteroid,Injection,200mg,Johnson & Johnson,Hypothyroidism treatment,Prescription
Bismuth Subsalicylate,Laxative,Liquid,250mg,Prestige Brands,Motion sickness and nausea,Over-the-Counter
Amoxicillin,ACE Inhibitor,Injection,100mcg,Amgen,Type 2 diabetes management,Prescription
Loratadine,Antihistamine,Powder,10mg,Prestige Brands,Acne treatment,Over-the-Counter
Cetirizine,Expectorant,Cream,20mg,P&G,Motion sickness and nausea,Over-the-Counter
Neosporin,Antacid,Tablet,10mg,3M Healthcare,Heartburn and acid reflux,Over-the-Counter
Alprazolam,Corticosteroid,Topical Solution,5mg,Merck,Hypertension and heart failure,Prescription
Fluoxetine,Calcium Channel Blocker,Sublingual Tablet,200mcg,Roche,Inflammation and autoimmune disorders,Prescription
Calcium Carbonate,Cough Suppressant,Ointment,200mg,Unilever,Diarrhea treatment,Over-the-Counter
Naproxen,Antiemetic,Cream,5mg,P&G,Minor cuts and skin protection,Over-the-Counter
Ibuprofen,Antiplatelet,Ointment,200mg,Johnson & Johnson,Motion sickness and nausea,Over-the-Counter
Azithromycin,Leukotriene Inhibitor,Nasal Spray,400mcg,Bristol-Myers Squibb,Anxiety and panic disorders,Prescription
Simethicone,Topical Antibiotic,Patch,10mg,GSK,Minor pain and itching relief,Over-the-Counter
Famotidine,Antifungal,Drops,250mg,Sanofi,Fungal skin infections,Over-the-Counter
Alprazolam,Anxiolytic/Benzodiazepine,Suppository,400mcg,Bristol-Myers Squibb,Type 2 diabetes management,Prescription
Calcium Carbonate,Antiemetic,Lozenge,200mg,Chattem,Minor cuts and skin protection,Over-the-Counter
Magnesium Hydroxide,Skin Protectant,Tablet,125mg,Prestige Brands,Heartburn and indigestion,Over-the-Counter
Amlodipine,Anticoagulant,IV Infusion,200mcg,Johnson & Johnson,Type 2 diabetes management,Prescription
Dextromethorphan,Sleep Aid,Patch,100mg,Prestige Brands,Heartburn and acid reflux,Over-the-Counter
Gabapentin,Opioid Analgesic,Topical Solution,100mg,Johnson & Johnson,Hypertension and heart failure,Prescription
Benzoyl Peroxide,Antiplatelet,Spray,20mg,Pfizer,Blood clot prevention,Over-the-Counter
Dexamethasone,Opioid Analgesic,Extended Release Tablet,10mg,GlaxoSmithKline,Asthma and allergic rhinitis,Prescription
Lisinopril,Opioid Analgesic,Tablet,25mg,Abbott,High cholesterol management,Prescription
Clindamycin,ARB,IV Infusion,400mcg,Abbott,Bacterial infections treatment,Prescription
Aspirin,Expectorant,Patch,1%,Chattem,Minor wound infection prevention,Over-the-Counter
Hydrocodone,Bronchodilator,Patch,0.5mg,AstraZeneca,Anxiety and panic disorders,Prescription
Aspirin,Expectorant,Capsule,1%,Chattem,Gas and bloating relief,Over-the-Counter
Loperamide,Sleep Aid,Liquid,20mg,P&G,Acne treatment,Over-the-Counter
Benzoyl Peroxide,Antiflatulent,Ointment,2%,Johnson & Johnson,Fungal skin infections,Over-the-Counter
Aluminum Hydroxide,Antiflatulent,Lozenge,100mg,P&G,Insomnia and sleep aid,Over-the-Counter
Aspirin,Topical Anesthetic,Ointment,200mg,GSK,Heartburn and acid reflux,Over-the-Counter
Furosemide,ARB,Inhaler,50mg,Abbott,Inflammation and autoimmune disorders,Prescription
Aspirin,Cough Suppressant,Cream,100mg,Prestige Brands,Cough suppression,Over-the-Counter
Levothyroxine,Corticosteroid,Suppository,100mg,Pfizer,Edema and hypertension,Prescription
Meclizine,Decongestant,Drops,5%,Sanofi,Allergic rhinitis and hives,Over-the-Counter
Cetirizine,Antacid/H2 Blocker,Tablet,100mg,Reckitt,Allergic rhinitis and hives,Over-the-Counter
Cetirizine,Antacid/H2 Blocker,Drops,2%,P&G,Allergic rhinitis and hives,Over-the-Counter
Lisinopril,PPI,Patch,75mg,Roche,Hypertension management,Prescription
Hydrocortisone Cream,Antacid/PPI,Drops,100mg,Reckitt,Gas and bloating relief,Over-the-Counter
Aluminum Hydroxide,Decongestant,Powder,5%,GSK,Gas and bloating relief,Over-the-Counter
Azithromycin,Calcium Channel Blocker,Capsule,1mg,Boehringer Ingelheim,Bacterial infections treatment,Prescription
Hydrocortisone Cream,Expectorant,Lozenge,10mg,Chattem,Constipation relief,Over-the-Counter
Metformin,Leukotriene Inhibitor,Sublingual Tablet,100mg,Amgen,Depression and anxiety disorders,Prescription
Oxycodone,Statin,Sublingual Tablet,500mg,Roche,Type 2 diabetes management,Prescription
Alprazolam,Bronchodilator,Nasal Spray,75mg,Novartis,GERD and peptic ulcer disease,Prescription
Clotrimazole,Topical Anesthetic,Ointment,325mg,Johnson & Johnson,Allergic rhinitis and hives,Over-the-Counter
Clotrimazole,Cough Suppressant,Drops,150mg,GSK,Motion sickness and nausea,Over-the-Counter
Albuterol,ARB,Inhaler,250mg,Sanofi,Asthma and bronchospasm,Prescription
Aspirin,Antidiarrheal,Spray,20mg,Johnson & Johnson,Blood clot prevention,Over-the-Counter
Calcium Carbonate,Antacid/H2 Blocker,Tablet,100mg,Novartis,Minor wound infection prevention,Over-the-Counter
Metformin,ACE Inhibitor,Sublingual Tablet,10mg,Amgen,GERD and peptic ulcer disease,Prescription
Magnesium Hydroxide,Skin Protectant,Liquid,25mg,Sanofi,Motion sickness and nausea,Over-the-Counter
Benzoyl Peroxide,Antihistamine,Capsule,200mg,Prestige Brands,Motion sickness and nausea,Over-the-Counter
Aluminum Hydroxide,Antifungal,Drops,1%,P&G,Diarrhea treatment,Over-the-Counter
Docusate Sodium,Laxative,Lozenge,20mg,Sanofi,Nasal congestion relief,Over-the-Counter
Hydrocodone,Antifungal,Sublingual Tablet,1000mg,Eli Lilly,Fungal infections treatment,Prescription
Diphenhydramine,Acne Treatment,Spray,25mg,Johnson & Johnson,Minor wound infection prevention,Over-the-Counter
Hydrocodone,Calcium Channel Blocker,Sublingual Tablet,5mg,Amgen,Inflammation and autoimmune disorders,Prescription
Azithromycin,Leukotriene Inhibitor,Nasal Spray,500mg,Amgen,Depression and anxiety disorders,Prescription
Loperamide,Antihistamine,Lozenge,5%,Unilever,Diarrhea treatment,Over-the-Counter
Furosemide,Thyroid Hormone,Liquid,75mg,Roche,Bacterial infections treatment,Prescription
Warfarin,Antidepressant/SSRI,Sublingual Tablet,150mg,Abbott,Inflammation and autoimmune disorders,Prescription
Loratadine,Antifungal,Spray,10mg,Prestige Brands,Gas and bloating relief,Over-the-Counter
Prednisone,Opioid Analgesic,Nasal Spray,150mg,Sanofi,Edema and hypertension,Prescription
Warfarin,Anxiolytic/Benzodiazepine,Liquid,250mg,Eli Lilly,Hypertension and heart failure,Prescription
Magnesium Hydroxide,Topical Antibiotic,Ointment,400mg,3M Healthcare,Fungal skin infections,Over-the-Counter
Lisinopril,Diuretic,Sublingual Tablet,200mg,Gilead Sciences,Hypertension management,Prescription
Levothyroxine,ARB,Capsule,100mcg,GlaxoSmithKline,Hypertension management,Prescription
Hydrocodone,Statin,Inhaler,0.25mg,AstraZeneca,Hypertension management,Prescription
Diphenhydramine,Antiflatulent,Ointment,100mg,Bayer,Insomnia and sleep aid,Over-the-Counter
Escitalopram,Leukotriene Inhibitor,Injection,100mg,GlaxoSmithKline,Asthma and bronchospasm,Prescription
Prednisone,Anticoagulant,IV Infusion,100mg,Abbott,Hypertension and heart failure,Prescription
Warfarin,Antibiotic,Capsule,5mg,Boehringer Ingelheim,Hypertension management,Prescription
Meclizine,Antacid/PPI,Tablet,500mg,Novartis,Diarrhea treatment,Over-the-Counter
Atorvastatin,Antibiotic,Sublingual Tablet,10mg,AstraZeneca,Type 2 diabetes management,Prescription
Bacitracin,Antacid/H2 Blocker,Powder,5%,Unilever,Skin inflammation and itching,Over-the-Counter
Levothyroxine,Antiplatelet,Capsule,2mg,Amgen,Hypertension and heart failure,Prescription
Albuterol,Statin,Liquid,200mg,Sanofi,Epilepsy and neuropathic pain,Prescription
Losartan,Diuretic,Topical Solution,200mg,Amgen,Hypertension and heart failure,Prescription
Pseudoephedrine,Antacid,Gel,250mg,GSK,Nasal congestion relief,Over-the-Counter
Meclizine,Topical Corticosteroid,Capsule,5mg,Bayer,Cough suppression,Over-the-Counter
Loperamide,Antiemetic,Lozenge,2%,Prestige Brands,Heartburn and indigestion,Over-the-Counter
Dexamethasone,Statin,Extended Release Tablet,50mg,Merck,Blood clot prevention,Prescription
Prednisone,PPI,Sublingual Tablet,10mg,Merck,Bacterial infections treatment,Prescription
Hydrocortisone Cream,Antacid/PPI,Patch,2%,Prestige Brands,Chest congestion and mucus relief,Over-the-Counter
Famotidine,Antacid/PPI,Patch,5%,Johnson & Johnson,Constipation relief,Over-the-Counter
Trimethoprim,Bronchodilator,Patch,1000mg,Novartis,Hypertension and heart failure,Prescription
Bismuth Subsalicylate,Analgesic,Liquid,150mg,Novartis,Acne treatment,Over-the-Counter
Neosporin,Antacid/H2 Blocker,Liquid,50mg,Sanofi,GERD and peptic ulcer,Over-the-Counter
Doxycycline,Antidiabetic,Liquid,25mg,Abbott,Edema and hypertension,Prescription
Acetaminophen,Laxative,Gel,500mg,Reckitt,Minor cuts and skin protection,Over-the-Counter
Trimethoprim,Calcium Channel Blocker,Capsule,500mg,Sanofi,Inflammation and autoimmune disorders,Prescription
Metoprolol,ACE Inhibitor,Nasal Spray,1000mg,Pfizer,Edema and hypertension,Prescription
Prednisone,Corticosteroid,Nasal Spray,100mg,GlaxoSmithKline,Anxiety and panic disorders,Prescription
Dexamethasone,Anticoagulant,IV Infusion,100mcg,Pfizer,Epilepsy and neuropathic pain,Prescription
Pseudoephedrine,Antacid,Powder,250mg,GSK,Minor wound infection prevention,Over-the-Counter
Amoxicillin,Anxiolytic/Benzodiazepine,Patch,250mg,Merck,Hypertension and heart failure,Prescription
Naproxen,Antidiarrheal,Capsule,25mg,Sanofi,Acne treatment,Over-the-Counter
Bismuth Subsalicylate,Decongestant,Tablet,500mg,Johnson & Johnson,GERD and peptic ulcer,Over-the-Counter
Prednisone,ACE Inhibitor,Topical Solution,20mg,Sanofi,Inflammation and autoimmune disorders,Prescription
Salicylic Acid,Antacid,Powder,100mg,Bayer,Chest congestion and mucus relief,Over-the-Counter
Lidocaine Cream,Antihistamine,Patch,10mg,Pfizer,Insomnia and sleep aid,Over-the-Counter
Clindamycin,ACE Inhibitor,Extended Release Tablet,2mg,Novartis,Depression and anxiety disorders,Prescription
Famotidine,Antifungal,Gel,5mg,Novartis,Insomnia and sleep aid,Over-the-Counter
Sertraline,Antiplatelet,Nasal Spray,25mg,Merck,Asthma and bronchospasm,Prescription
Simethicone,Decongestant,Capsule,125mg,3M Healthcare,GERD and peptic ulcer,Over-the-Counter
Acetaminophen,Expectorant,Liquid,400mg,Prestige Brands,Nasal congestion relief,Over-the-Counter
Famotidine,Sleep Aid,Tablet,100mg,GSK,Fungal skin infections,Over-the-Counter
Albuterol,Beta Blocker,IV Infusion,10mg,Amgen,Hypertension and heart failure,Prescription
Furosemide,Diuretic,Topical Solution,5mg,Pfizer,Edema and hypertension,Prescription
Aspirin,Antiemetic,Chewable Tablet,250mg,Bayer,Heartburn and acid reflux,Over-the-Counter
Hydrocortisone Cream,Antacid/H2 Blocker,Ointment,1%,Pfizer,Fungal skin infections,Over-the-Counter
Clotrimazole,Antihistamine,Liquid,1%,P&G,Chest congestion and mucus relief,Over-the-Counter
Losartan,Antidepressant/SSRI,Suppository,100mcg,Amgen,Type 2 diabetes management,Prescription
Famotidine,Acne Treatment,Patch,200mg,Unilever,Diarrhea treatment,Over-the-Counter
Aspirin,Antacid/PPI,Patch,10mg,Johnson & Johnson,Chest congestion and mucus relief,Over-the-Counter
Bacitracin,Antifungal,Lozenge,25mg,GSK,Acne treatment,Over-the-Counter
Ibuprofen,Antacid,Cream,50mg,3M Healthcare,Constipation relief,Over-the-Counter
Alprazolam,Anticonvulsant,Extended Release Tablet,400mcg,Merck,Inflammation and autoimmune disorders,Prescription
Albuterol,ARB,Tablet,25mg,AstraZeneca,Fungal infections treatment,Prescription
Metoprolol,Thyroid Hormone,Extended Release Tablet,200mg,Eli Lilly,GERD and peptic ulcer disease,Prescription
Pregabalin,Opioid Analgesic,Liquid,75mg,Sanofi,Type 2 diabetes management,Prescription
Docusate Sodium,Decongestant,Capsule,2%,Unilever,Cough suppression,Over-the-Counter
Losartan,Corticosteroid,Tablet,5mg,Abbott,Blood clot prevention,Prescription
Cetirizine,Cough Suppressant,Patch,5mg,Johnson & Johnson,Insomnia and sleep aid,Over-the-Counter
Docusate Sodium,Laxative,Capsule,150mg,Pfizer,Chest congestion and mucus relief,Over-the-Counter
Diphenhydramine,Antidiarrheal,Spray,100mg,3M Healthcare,Minor pain and itching relief,Over-the-Counter
Oxycodone,Bronchodilator,Extended Release Tablet,20mg,Eli Lilly,Fungal infections treatment,Prescription
Bismuth Subsalicylate,Antiflatulent,Chewable Tablet,200mg,P&G,Blood clot prevention,Over-the-Counter
Sertraline,Antifungal,Inhaler,200mcg,Merck,Asthma and allergic rhinitis,Prescription
Metformin,Anticonvulsant,Suppository,5mg,Novartis,Moderate to severe pain management,Prescription
Bismuth Subsalicylate,Antiflatulent,Patch,250mg,Chattem,Minor pain and itching relief,Over-the-Counter
Pregabalin,Corticosteroid,Injection,1mg,Bristol-Myers Squibb,Hypertension and angina,Prescription
Dexamethasone,ACE Inhibitor,Sublingual Tablet,20mg,GlaxoSmithKline,High cholesterol management,Prescription
Calcium Carbonate,Antiflatulent,Cream,100mg,Bayer,Insomnia and sleep aid,Over-the-Counter
Benzoyl Peroxide,Antacid/H2 Blocker,Spray,250mg,P&G,Minor cuts and skin protection,Over-the-Counter
Pantoprazole,Thyroid Hormone,Topical Solution,500mg,Pfizer,Heart attack and stroke prevention,Prescription
Atorvastatin,PPI,Extended Release Tablet,10mg,Roche,High cholesterol management,Prescription
Omeprazole,Antiplatelet,Capsule,5mg,Reckitt,Allergic rhinitis and hives,Over-the-Counter
Miconazole,Cough Suppressant,Drops,20mg,Johnson & Johnson,Cough suppression,Over-the-Counter
Metformin,Thyroid Hormone,Extended Release Tablet,20mg,Gilead Sciences,Type 2 diabetes management,Prescription
Ciprofloxacin,Antiplatelet,Tablet,10mg,Roche,Type 2 diabetes management,Prescription
Benzoyl Peroxide,Topical Antibiotic,Gel,5%,Prestige Brands,Skin inflammation and itching,Over-the-Counter
Clopidogrel,Diuretic,Nasal Spray,250mg,Johnson & Johnson,Moderate to severe pain management,Prescription
Metformin,Anticoagulant,Extended Release Tablet,0.25mg,Abbott,Hypertension and heart failure,Prescription
Aluminum Hydroxide,Antidiarrheal,Spray,200mg,Johnson & Johnson,Fungal skin infections,Over-the-Counter
Warfarin,Beta Blocker,Topical Solution,1000mg,Abbott,Bacterial infections treatment,Prescription
Cetirizine,Antifungal,Ointment,5%,Unilever,Heartburn and acid reflux,Over-the-Counter
Pseudoephedrine,Sleep Aid,Gel,50mg,Pfizer,Constipation relief,Over-the-Counter
Bacitracin,Sleep Aid,Drops,10mg,Bayer,Nasal congestion relief,Over-the-Counter
Bismuth Subsalicylate,Cough Suppressant,Patch,400mg,Bayer,Nasal congestion relief,Over-the-Counter
Naproxen,Decongestant,Powder,200mg,GSK,Diarrhea treatment,Over-the-Counter
Hydrocortisone Cream,Cough Suppressant,Capsule,325mg,Bayer,Blood clot prevention,Over-the-Counter
